Line 1,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666
Line 2,0.0,0.2,0.4,0.2,0.2
Line 3,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
Line 4,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666
Line 5,0.4,0.2,0.4,0.0,0.0
Line 6,0.0,0.2,0.4,0.4,0.0
Line 7,0.0,0.0,0.5,0.16666666666666666,0.3333333333333333
Line 8,0.4,0.2,0.4,0.0,0.0
Line 9,0.2,0.0,0.6,0.0,0.2
Line 10,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0
Line 11,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0
Line 12,0.2,0.0,0.4,0.2,0.2
Line 13,0.4,0.0,0.6,0.0,0.0
Line 14,0.0,0.2,0.6,0.2,0.0
Line 15,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.0
Line 16,0.2,0.2,0.6,0.0,0.0
Line 17,0.2,0.0,0.8,0.0,0.0
Line 18,0.4,0.2,0.4,0.0,0.0
Line 19,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857
Line 20,0.25,0.25,0.25,0.0,0.25
Mean,0.1848809523809524,0.15511904761904763,0.47107142857142853,0.098809523809523819,0.090119047619047613
StDev,0.15807313923288419,0.11145623130448401,0.16529070625324385,0.11046053871064049,0.11583834961976273
