Line 1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Line 2,0.6,0.2,0.2,0.0,0.0
Line 3,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0
Line 4,0.5,0.0,0.25,0.0,0.25
Line 5,0.4,0.2,0.2,0.0,0.2
Line 6,0.2,0.1,0.5,0.1,0.1
Line 7,0.2,0.2,0.4,0.0,0.2
Line 8,0.25,0.25,0.5,0.0,0.0
Line 9,0.0,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.09090909090909091
Line 10,0.0,0.0,0.5,0.0,0.5
Line 11,0.25,0.25,0.5,0.0,0.0
Line 12,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0
Line 13,0.0,0.0,0.6,0.0,0.4
Line 14,0.2,0.2,0.4,0.2,0.0
Line 15,0.0,0.3333333333333333,0.5555555555555556,0.0,0.1111111111111111
Line 16,0.0,0.0,0.75,0.0,0.25
Line 17,0.2,0.4,0.4,0.0,0.0
Line 18,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.18181818181818182
Line 19,0.0,0.5,0.5,0.0,0.0
Line 20,0.2,0.4,0.0,0.2,0.2
Line 21,0.08333333333333333,0.25,0.5,0.0,0.16666666666666666
Line 22,0.25,0.0,0.5,0.0,0.25
Line 23,0.25,0.0,0.75,0.0,0.0
Line 24,0.1,0.3,0.5,0.0,0.1
Line 25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
Line 26,0.25,0.25,0.5,0.0,0.0
Line 27,0.0,0.2,0.7,0.0,0.1
Line 28,0.0,0.0,0.25,0.25,0.5
Line 29,0.0,0.25,0.25,0.5,0.0
Line 30,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.0
Mean,0.19272727272727272,0.21314814814814817,0.40617845117845114,0.067929292929292936,0.12001683501683501
StDev,0.18295067243020924,0.14319789417607301,0.18407806568811608,0.11785666730321322,0.14683602534981716
