Line 1,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0
Line 2,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666
Line 3,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0
Line 4,0.25,0.0,0.375,0.375,0.0
Line 5,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857
Line 6,0.16666666666666666,0.16666666666666666,0.5,0.0,0.16666666666666666
Line 7,0.125,0.25,0.5,0.125,0.0
Line 8,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0
Line 9,0.0,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285
Line 10,0.0,0.3333333333333333,0.5,0.0,0.16666666666666666
Line 11,0.0,0.375,0.625,0.0,0.0
Line 12,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0
Line 13,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.0
Line 14,0.125,0.125,0.375,0.25,0.125
Line 15,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0
Line 16,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.0
Line 17,0.0,0.2,0.4,0.2,0.2
Line 18,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0
Line 19,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666
Line 20,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
Line 21,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857
Line 22,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285
Line 23,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0
Line 24,0.125,0.5,0.125,0.0,0.25
Line 25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
Line 26,0.125,0.125,0.5,0.125,0.125
Line 27,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855
Line 28,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
Mean,0.1415816326530612,0.27988945578231289,0.41224489795918379,0.071556122448979589,0.09472789115646256
StDev,0.10946686697263129,0.10398356402499459,0.15344238465110507,0.095813528371631304,0.11670502483203876
